County,naics_desc,naics_code,2023 Jobs,2023 Total Retail,2023 4% Retail,2023 Lodging,2023 General Purpose Sales,2023 General Purpose Use,2023 Specific Purpose Sales,2023 Specific Purpose Use,Resort District Sales,Resort Disctrict Use,Economic Development Sales,Economic Development Use,State Sales,State Use,Lodging Assessment,Total
Park,DEPARTMENT STORES,4521,,"101,927","101,927",,,,,,,,,,"101,927.00",,,"101,927.00"
Park,OTHER GENERAL MERCHANDISE STORES,4529,,"2,749,143","2,749,103","2,381.00",,,40,445,,,,,"2,749,103.00","33,387.00","1,786.00","2,787,142.00"
Park,FLORISTS,4531,,"19,062","19,062",,,,,,,,,,"19,062.00",,,"19,062.00"
Park,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"1,313,326","1,313,326","407,994.00",,,,,,,,,"1,313,326.00","64,817.00","305,830.00","2,091,967.00"
Park,USED MERCHANDISE STORES,4533,,"76,533","76,533",,,,,,,,,,"76,533.00",-187,,"76,347.00"
Park,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"714,142","714,072","5,572.00",,,71,,,,,,"714,072.00","32,295.00","4,179.00","756,188.00"
Park,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"3,383,968","3,383,150",,,,818,,,,,,"3,383,150.00","18,682.00",,"3,402,650.00"
Park,VENDING MACHINE OPERATORS,4542,,"3,661","3,661",,,,,,,,,,"3,661.00",819,,"4,480.00"
Park,DIRECT SELLING ESTABLISHMENTS,4543,,"799,971","799,971",,,,,,,,,,"799,971.00","1,861.00",,"801,832.00"
Park,TRAVELER ACCOMMODATION,7211,993.9167,"1,717,815","1,717,815","1,503,559.00",,,,,,,,,"1,717,815.00","1,192.00","1,124,937.00","4,347,502.00"
Park,RV PARKS AND RECREATIONAL CAMPS,7212,135.7369,"156,880","156,880","123,110.00",,,,,,,,,"156,880.00",22,"92,251.00","372,262.00"
Park,ROOMING AND BOARDING HOUSES,7213,20.17973,0,0,,,,,,,,,,,,,
Park,FULL-SERVICE RESTAURANTS,7221,,"2,294,550","2,294,550","913,984.00",,,,,,,,,"2,294,550.00","110,203.00","684,301.00","4,003,038.00"
Park,LIMITED-SERVICE EATING PLACES,7222,,"929,836","929,836",738,,,,,,,,,"929,836.00","2,715.00",553,"933,842.00"
Park,SPECIAL FOOD SERVICES,7223,111.0833,"93,479","93,479",,,,,,,,,,"93,479.00",417,3,"93,899.00"
Park,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,105.1667,"389,959","389,959","99,881.00",,,,,,,,,"389,959.00","1,442.00","73,990.00","565,271.00"
Park,TOTAL,TOTAL,,"24,398,979","24,397,918","3,065,872.00",,,"1,060.00",445,,,,,"24,397,918.00","684,709.00","2,294,225.00","30,444,230.00"
Platte,AUTOMOBILE DEALERS,4411,59.24737,"196,021","129,564",,"33,229.00",,"33,229.00",,,,,,"129,564.00",,,"196,021.00"
Platte,OTHER MOTOR VEHICLE DEALERS,4412,0.335962,"21,308","14,174",,"3,567.00",,"3,567.00",,,,,,"14,174.00",,,"21,308.00"
Platte,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,24.66667,"427,589","284,537",,"71,526.00",130,"71,526.00",130,,,,,"284,537.00",520,,"428,370.00"
Platte,FURNITURE STORES,4421,,"51,216","34,039",,"8,588.00",,"8,588.00",,,,,,"34,039.00",,,"51,216.00"
Platte,HOME FURNISHINGS STORES,4422,,"23,165","15,366",,"3,899.00","1,464.00","3,899.00","1,464.00",,,,,"15,366.00","5,820.00",,"31,913.00"
Platte,ELECTRONICS AND APPLIANCE STORES,4431,,"221,067","147,050",,"37,008.00","1,603.00","37,008.00","1,603.00",,,,,"147,050.00","6,370.00",,"230,644.00"
Platte,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,71.04812,"1,420,600","943,666",,"238,467.00","7,333.00","238,467.00","7,333.00",,,,,"943,666.00","29,245.00",,"1,464,511.00"
Platte,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,13.95188,"277,995","184,845",,"46,575.00",86,"46,575.00",86,,,,,"184,845.00",342,,"278,510.00"
Platte,GROCERY STORES,4451,107.1667,"276,926","183,984",199,"46,471.00",939,"46,471.00",939,,,,,"183,984.00","3,738.00",199,"282,941.00"
Platte,SPECIALTY FOOD STORES,4452,8.205334,"22,664","14,979",,"3,843.00",,"3,843.00",,,,,,"14,979.00",,,"22,664.00"
Platte,"BEER, WINE, AND LIQUOR STORES",4453,0.46128,"92,999","61,627",,"15,686.00",,"15,686.00",,,,,,"61,627.00",,,"92,999.00"
Platte,HEALTH AND PERSONAL CARE STORES,4461,,"104,970","69,631",,"17,669.00",24,"17,669.00",24,,,,,"69,631.00",95,,"105,113.00"
Platte,GASOLINE STATIONS,4471,,"483,539","321,636","1,790.00","80,951.00",154,"80,951.00",154,,,,,"321,636.00",610,"1,785.00","488,031.00"
Platte,CLOTHING STORES,4481,,"73,952","49,173",,"12,389.00",35,"12,389.00",35,,,,,"49,173.00",139,,"74,161.00"
Platte,SHOE STORES,4482,,"2,002","1,327",,338,,338,,,,,,"1,327.00",,,"2,002.00"
Platte,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"2,687","1,783",,452,6,452,6,,,,,"1,783.00",25,,"2,725.00"
Platte,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"53,216","35,314",414,"8,951.00",157,"8,951.00",157,,,,,"35,314.00",626,414,"54,986.00"
Platte,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"51,140","33,915","19,945.00","8,613.00",5,"8,613.00",5,,,,,"33,915.00",21,"19,642.00","90,759.00"
Platte,DEPARTMENT STORES,4521,,"12,936","8,616",,"2,160.00",,"2,160.00",,,,,,"8,616.00",,,"12,936.00"
Platte,OTHER GENERAL MERCHANDISE STORES,4529,,"178,543","118,838",,"29,853.00",902,"29,853.00",902,,,,,"118,838.00","3,607.00",,"183,955.00"
Platte,FLORISTS,4531,,196,130,,33,,33,,,,,,130,,,196
Platte,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"61,388","40,828",,"10,280.00",2,"10,280.00",2,,,,,"40,828.00",6,,"61,398.00"
Platte,USED MERCHANDISE STORES,4533,,"11,131","7,391",,"1,870.00",,"1,870.00",,,,,,"7,391.00",,,"11,131.00"
Platte,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"195,459","129,873",4,"32,793.00","5,894.00","32,793.00","5,894.00",,,,,"129,873.00","23,535.00",4,"230,790.00"
Platte,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"1,356,374","902,154",,"227,110.00",340,"227,110.00",340,,,,,"902,154.00","1,334.00",,"1,358,389.00"
Platte,VENDING MACHINE OPERATORS,4542,,46,31,,8,,8,,,,,,31,,,46
Platte,DIRECT SELLING ESTABLISHMENTS,4543,,"326,033","217,229",,"54,402.00","1,075.00","54,402.00","1,075.00",,,,,"217,229.00","4,263.00",,"332,445.00"
Platte,TRAVELER ACCOMMODATION,7211,99.41667,"369,191","244,777","144,691.00","62,207.00",263,"62,207.00",263,,,,,"244,777.00","1,032.00","144,005.00","659,445.00"
Platte,RV PARKS AND RECREATIONAL CAMPS,7212,9.292436,"5,395","3,593","2,008.00",901,,901,,,,,,"3,593.00",,"2,004.00","9,406.00"
Platte,ROOMING AND BOARDING HOUSES,7213,0,0,0,,,,,,,,,,,,,
Platte,FULL-SERVICE RESTAURANTS,7221,,"333,025","221,420","1,726.00","55,803.00",57,"55,803.00",57,,,,,"221,420.00",221,"1,725.00","336,811.00"
Platte,LIMITED-SERVICE EATING PLACES,7222,,"281,341","186,963",386,"47,189.00",48,"47,189.00",48,,,,,"186,963.00",190,375,"282,389.00"
Platte,SPECIAL FOOD SERVICES,7223,9.981497,"7,478","4,972",31,"1,253.00",1,"1,253.00",1,,,,,"4,972.00",4,31,"7,547.00"
Platte,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,52.26845,"262,107","173,772",,"44,167.00",,"44,167.00",,,,,,"173,772.00",,,"262,107.00"
Platte,TOTAL,TOTAL,,"7,203,699","4,787,199","171,195.00","1,208,250.00","20,520.00","1,208,250.00","20,520.00",,,,,"4,787,199.00","81,744.00","170,185.00","7,667,863.00"
Sheridan,AUTOMOBILE DEALERS,4411,197.8333,"792,011","526,321",,"132,845.00","1,629.00","132,845.00","1,629.00",,,,,"526,321.00","6,479.00",,"801,748.00"
Sheridan,OTHER MOTOR VEHICLE DEALERS,4412,17.16667,"298,135","197,512","1,060.00","50,311.00","1,194.00","50,311.00","1,194.00",,,,,"197,512.00","4,640.00",795,"307,019.00"
Sheridan,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,63.66667,"1,231,701","817,164",,"207,269.00","1,083.00","207,269.00","1,083.00",,,,,"817,164.00","4,283.00",,"1,238,149.00"
Sheridan,FURNITURE STORES,4421,,"382,851","253,577",,"64,637.00","1,634.00","64,637.00","1,634.00",,,,,"253,577.00","6,361.00",,"392,480.00"
Sheridan,HOME FURNISHINGS STORES,4422,,"304,975","202,586",,"51,194.00","18,331.00","51,194.00","18,331.00",,,,,"202,586.00","73,248.00",,"414,885.00"
Sheridan,ELECTRONICS AND APPLIANCE STORES,4431,,"802,415","533,161",,"134,627.00","1,760.00","134,627.00","1,760.00",,,,,"533,161.00","6,961.00",,"812,896.00"
Sheridan,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,185.0627,"7,886,251","5,247,841",,"1,319,205.00","19,167.00","1,319,205.00","19,167.00",,,,,"5,247,841.00","76,429.00",,"8,001,013.00"
Sheridan,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,81.77065,"893,530","592,948",,"150,291.00",470,"150,291.00",470,,,,,"592,948.00","1,855.00",,"896,324.00"
Sheridan,GROCERY STORES,4451,152.0833,"475,461","315,920",,"79,770.00","1,398.00","79,770.00","1,398.00",,,,,"315,920.00","5,579.00",,"483,836.00"
Sheridan,SPECIALTY FOOD STORES,4452,49.83328,"180,262","119,280",,"30,491.00",26,"30,491.00",26,,,,,"119,280.00",103,,"180,416.00"
Sheridan,"BEER, WINE, AND LIQUOR STORES",4453,37.58333,"550,275","364,692",,"92,792.00",,"92,792.00",,,,,,"364,692.00",,,"550,275.00"
Sheridan,HEALTH AND PERSONAL CARE STORES,4461,,"545,820","362,965",,"91,428.00",180,"91,428.00",180,,,,,"362,965.00",713,,"546,894.00"
Sheridan,GASOLINE STATIONS,4471,,"960,760","638,234","4,002.00","161,263.00",884,"161,263.00",884,,,,,"638,234.00","3,490.00","2,931.00","972,952.00"
Sheridan,CLOTHING STORES,4481,,"391,964","260,205","3,873.00","65,880.00",988,"65,880.00",988,,,,,"260,205.00","3,935.00","2,834.00","404,583.00"
Sheridan,SHOE STORES,4482,,"72,912","48,374",,"12,269.00",66,"12,269.00",66,,,,,"48,374.00",259,,"73,303.00"
Sheridan,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"112,455","74,565",,"18,945.00",4,"18,945.00",4,,,,,"74,565.00",14,,"112,476.00"
Sheridan,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"991,931","658,347",,"166,792.00","1,111.00","166,792.00","1,111.00",,,,,"658,347.00","4,428.00",,"998,582.00"
Sheridan,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"77,916","51,659",239,"13,128.00",34,"13,128.00",34,,,,,"51,659.00",133,498,"78,853.00"
Sheridan,DEPARTMENT STORES,4521,,"42,701","28,433",,"7,134.00",,"7,134.00",,,,,,"28,433.00",,,"42,701.00"
Sheridan,OTHER GENERAL MERCHANDISE STORES,4529,,"4,823,737","3,212,446",,"805,645.00","27,720.00","805,645.00","27,720.00",,,,,"3,212,446.00","110,729.00",,"4,989,906.00"
Sheridan,FLORISTS,4531,,"25,442","16,938",,"4,252.00",5,"4,252.00",5,,,,,"16,938.00",21,,"25,473.00"
Sheridan,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"235,218","155,900","2,998.00","39,659.00",622,"39,659.00",622,,,,,"155,900.00","2,453.00","2,246.00","244,159.00"
Sheridan,USED MERCHANDISE STORES,4533,,"103,742","68,915",,"17,414.00","1,311.00","17,414.00","1,311.00",,,,,"68,915.00","5,090.00",,"111,454.00"
Sheridan,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"924,677","614,173",,"155,252.00","15,361.00","155,252.00","15,361.00",,,,,"614,173.00","61,356.00",,"1,016,756.00"
Sheridan,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"4,423,707","2,940,859",,"741,424.00","3,185.00","741,424.00","3,185.00",,,,,"2,940,859.00","12,641.00",,"4,442,718.00"
Sheridan,VENDING MACHINE OPERATORS,4542,,"9,590","6,355",,"1,618.00",281,"1,618.00",281,,,,,"6,355.00","1,102.00",,"11,254.00"
Sheridan,DIRECT SELLING ESTABLISHMENTS,4543,,"219,532","145,880",,"36,826.00",472,"36,826.00",472,,,,,"145,880.00","1,888.00",,"222,363.00"
Sheridan,TRAVELER ACCOMMODATION,7211,298.5,"1,234,128","817,448","755,977.00","208,340.00",337,"208,340.00",337,,,,,"817,448.00","1,324.00","565,591.00","2,557,694.00"
Sheridan,RV PARKS AND RECREATIONAL CAMPS,7212,50.41304,"242,959","161,515","63,933.00","40,722.00",17,"40,722.00",17,,,,,"161,515.00",66,"48,023.00","355,015.00"
Sheridan,ROOMING AND BOARDING HOUSES,7213,3.170218,0,0,,,,,,,,,,,,,
Sheridan,FULL-SERVICE RESTAURANTS,7221,,"1,928,324","1,280,983","59,538.00","323,671.00","1,672.00","323,671.00","1,672.00",,,,,"1,280,983.00","6,652.00","44,938.00","2,042,796.00"
Sheridan,LIMITED-SERVICE EATING PLACES,7222,,"1,860,482","1,234,741","2,676.00","312,870.00","1,575.00","312,870.00","1,575.00",,,,,"1,234,741.00","6,255.00","1,993.00","1,874,557.00"
Sheridan,SPECIAL FOOD SERVICES,7223,6.556728,"40,240","26,660",246,"6,790.00",4,"6,790.00",4,,,,,"26,660.00",16,175,"40,685.00"
Sheridan,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,97.35993,"552,400","366,523","13,178.00","92,939.00",465,"92,939.00",465,,,,,"366,523.00","1,827.00","10,283.00","578,618.00"
Sheridan,TOTAL,TOTAL,,"33,618,502","22,343,120","907,719.00","5,637,691.00","102,986.00","5,637,691.00","102,986.00",,,,,"22,343,120.00","410,331.00","680,309.00","35,822,832.00"
Sublette,AUTOMOBILE DEALERS,4411,13.15023,"16,217","16,217",,,,,,,,,,"16,217.00",,,"16,217.00"
Sublette,OTHER MOTOR VEHICLE DEALERS,4412,10.01644,"186,172","186,172",,,,,,,,,,"186,172.00",6,,"186,178.00"
Sublette,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,22.33333,"468,967","468,967",403,,,,,,,,,"468,967.00","1,007.00",604,"470,980.00"
Sublette,FURNITURE STORES,4421,,"23,350","23,350",,,,,,,,,,"23,350.00",443,,"23,793.00"
Sublette,HOME FURNISHINGS STORES,4422,,"41,378","41,378",,,,,,,,,,"41,378.00",154,,"41,532.00"
Sublette,ELECTRONICS AND APPLIANCE STORES,4431,,"112,063","112,063",,,,,,,,,,"112,063.00","1,758.00",,"113,821.00"
Sublette,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,34.27714,"1,327,353","1,327,353",,,,,,,,,,"1,327,353.00","24,197.00",,"1,351,550.00"
Sublette,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,17.97286,"657,560","657,560",,,,,,,,,,"657,560.00","11,786.00",,"669,347.00"
Sublette,GROCERY STORES,4451,39.21285,"334,487","334,487",386,,,,,,,,,"334,487.00",117,290,"335,280.00"
Sublette,SPECIALTY FOOD STORES,4452,0,"4,577","4,577",,,,,,,,,,"4,577.00",41,,"4,618.00"
Sublette,"BEER, WINE, AND LIQUOR STORES",4453,5.480368,"70,045","70,045",551,,,,,,,,,"70,045.00",216,827,"71,639.00"
Sublette,HEALTH AND PERSONAL CARE STORES,4461,,"37,260","37,260",101,,,,,,,,,"37,260.00",156,151,"37,667.00"
Sublette,GASOLINE STATIONS,4471,,"597,989","597,989","1,363.00",,,,,,,,,"597,989.00",974,"2,044.00","602,370.00"
Sublette,CLOTHING STORES,4481,,"97,051","97,051",,,,,,,,,,"97,051.00",38,,"97,089.00"
Sublette,SHOE STORES,4482,,"1,623","1,623",,,,,,,,,,"1,623.00",,,"1,623.00"
Sublette,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"1,548","1,548",,,,,,,,,,"1,548.00",65,,"1,613.00"
Sublette,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"168,834","168,834",3,,,,,,,,,"168,834.00",186,2,"169,026.00"
Sublette,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"8,324","8,324",,,,,,,,,,"8,324.00",20,,"8,345.00"
Sublette,DEPARTMENT STORES,4521,,"7,718","7,718",,,,,,,,,,"7,718.00",,,"7,718.00"
Sublette,OTHER GENERAL MERCHANDISE STORES,4529,,"91,685","91,685",181,,,,,,,,,"91,685.00","5,249.00",272,"97,388.00"
Sublette,FLORISTS,4531,,"10,110","10,110",,,,,,,,,,"10,110.00",,,"10,110.00"
Sublette,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"49,082","49,082","2,160.00",,,,,,,,,"49,082.00",271,"1,782.00","53,295.00"
Sublette,USED MERCHANDISE STORES,4533,,"9,997","9,997",,,,,,,,,,"9,997.00",5,,"10,002.00"
Sublette,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"304,213","304,213",6,,,,,,,,,"304,213.00","10,478.00",10,"314,707.00"
Sublette,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"1,372,088","1,372,088",47,,,,,,,,,"1,372,088.00",656,35,"1,372,826.00"
Sublette,VENDING MACHINE OPERATORS,4542,,537,537,28,,,,,,,,,537,,21,586
Sublette,DIRECT SELLING ESTABLISHMENTS,4543,,"190,839","190,839",148,,,,,,,,,"190,839.00",893,187,"192,067.00"
Sublette,TRAVELER ACCOMMODATION,7211,99.16666,"403,158","403,158","329,780.00",,,,,,,,,"403,158.00","19,549.00","271,199.00","1,023,685.00"
Sublette,RV PARKS AND RECREATIONAL CAMPS,7212,45.74999,"14,427","14,427","9,085.00",,,,,,,,,"14,427.00",393,"8,120.00","32,024.00"
Sublette,ROOMING AND BOARDING HOUSES,7213,0,0,0,,,,,,,,,,,,,
Sublette,FULL-SERVICE RESTAURANTS,7221,,"262,507","262,507","3,046.00",,,,,,,,,"262,507.00",133,"4,569.00","270,254.00"
Sublette,LIMITED-SERVICE EATING PLACES,7222,,"103,648","103,648",825,,,,,,,,,"103,648.00",478,619,"105,570.00"
Sublette,SPECIAL FOOD SERVICES,7223,3.350394,"11,662","11,662",17,,,,,,,,,"11,662.00",,25,"11,704.00"
Sublette,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,37.64956,"93,802","93,802",633,,,,,,,,,"93,802.00",,950,"95,386.00"
Sublette,TOTAL,TOTAL,,"7,080,274","7,080,274","348,763.00",,,,,,,,,"7,080,274.00","79,269.00","291,706.00","7,800,012.00"
Sweetwater,AUTOMOBILE DEALERS,4411,217.75,"281,540","217,302",,"55,214.00",239,"9,024.00",,,,,,"217,302.00",956,,"282,736.00"
Sweetwater,OTHER MOTOR VEHICLE DEALERS,4412,62.16667,"475,904","365,511",,"92,467.00",14,"17,926.00",4,,,,,"365,511.00",53,,"475,974.00"
Sweetwater,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,130.3333,"1,900,328","1,464,575",,"370,290.00","2,305.00","65,464.00",242,,,,,"1,464,575.00","9,134.00",,"1,912,010.00"
Sweetwater,FURNITURE STORES,4421,,"344,413","266,883",,"67,790.00",103,"9,741.00",15,,,,,"266,883.00",398,,"344,929.00"
Sweetwater,HOME FURNISHINGS STORES,4422,,"204,441","160,072",,"40,262.00",113,"4,107.00",94,,,,,"160,072.00",451,,"205,099.00"
Sweetwater,ELECTRONICS AND APPLIANCE STORES,4431,,"743,248","579,343",,"146,268.00","3,559.00","17,637.00",284,,,,,"579,343.00","14,185.00",,"761,275.00"
Sweetwater,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,220.9167,"6,143,485","4,740,066",,"1,193,732.00","77,360.00","209,687.00","9,994.00",,,,,"4,740,066.00","305,449.00",,"6,536,288.00"
Sweetwater,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,55.08333,"324,687","252,620",,"63,618.00","24,768.00","8,449.00","7,230.00",,,,,"252,620.00","97,182.00",,"453,867.00"
Sweetwater,GROCERY STORES,4451,299.0352,"697,093","541,126","3,361.00","135,768.00",942,"20,199.00",152,,,,,"541,126.00","3,757.00","2,509.00","707,813.00"
Sweetwater,SPECIALTY FOOD STORES,4452,23.49995,"29,974","23,637",,"5,943.00",6,394,,,,,,"23,637.00",22,,"30,002.00"
Sweetwater,"BEER, WINE, AND LIQUOR STORES",4453,17.29817,"500,244","388,443",,"97,882.00",322,"13,918.00",40,,,,,"388,443.00","1,284.00",,"501,890.00"
Sweetwater,HEALTH AND PERSONAL CARE STORES,4461,,"412,318","320,679",,"81,139.00","10,513.00","10,500.00",122,,,,,"320,679.00","41,787.00",,"464,741.00"
Sweetwater,GASOLINE STATIONS,4471,,"3,339,556","2,597,086","24,775.00","652,315.00","4,118.00","90,155.00",486,,,,,"2,597,086.00","16,355.00","18,549.00","3,403,839.00"
Sweetwater,CLOTHING STORES,4481,,"1,089,981","845,772",,"213,550.00",260,"30,660.00",33,,,,,"845,772.00","1,029.00",,"1,091,304.00"
Sweetwater,SHOE STORES,4482,,"98,109","75,473",,"19,213.00",17,"3,424.00",3,,,,,"75,473.00",68,,"98,198.00"
Sweetwater,"JEWELRY, LUGGAGE, AND LEATHER GOODS STORES",4483,,"134,987","105,792",,"26,642.00",9,"2,553.00",,,,,,"105,792.00",37,,"135,034.00"
Sweetwater,SPORTING GOODS AND MUSICAL INSTRUMENT STORES,4511,,"805,515","625,080",,"157,800.00",215,"22,635.00",16,,,,,"625,080.00",850,,"806,595.00"
Sweetwater,"BOOK, PERIODICAL, AND MUSIC STORES",4512,,"77,100","59,901",,"15,191.00",170,"2,008.00",61,,,,,"59,901.00",667,,"77,998.00"
Sweetwater,DEPARTMENT STORES,4521,,"27,090","21,178",,"5,314.00",,598,,,,,,"21,178.00",,,"27,090.00"
Sweetwater,OTHER GENERAL MERCHANDISE STORES,4529,,"3,903,785","3,027,420",,"757,816.00","25,329.00","118,550.00","17,122.00",,,,,"3,027,420.00","101,290.00",,"4,047,526.00"
Sweetwater,FLORISTS,4531,,"28,066","21,699",,"5,463.00",29,904,.,,,,,"21,699.00",117,,"28,212.00"
Sweetwater,"OFFICE SUPPLIES, STATIONERY, AND GIFT STORES",4532,,"319,243","248,347","11,700.00","62,824.00",306,"8,072.00",12,,,,,"248,347.00","1,218.00","8,759.00","341,238.00"
Sweetwater,USED MERCHANDISE STORES,4533,,"63,362","48,861",,"12,285.00",,"2,216.00",,,,,,"48,861.00",,,"63,362.00"
Sweetwater,OTHER MISCELLANEOUS STORE RETAILERS,4539,,"1,631,156","1,267,818",,"319,834.00","22,131.00","43,505.00","2,265.00",,,,,"1,267,818.00","88,320.00",,"1,743,873.00"
Sweetwater,ELECTRONIC SHOPPING AND MAILORDER HOUSES,4541,,"5,565,412","4,341,800",,"1,092,257.00","31,135.00","131,355.00",893,,,,,"4,341,800.00","124,261.00",,"5,721,702.00"
Sweetwater,VENDING MACHINE OPERATORS,4542,,"11,152","8,591",,"2,189.00",699,372,160,,,,,"8,591.00","2,768.00",,"14,779.00"
Sweetwater,DIRECT SELLING ESTABLISHMENTS,4543,,"231,074","181,078",,"45,616.00",197,"4,379.00",2,,,,,"181,078.00",781,,"232,052.00"
Sweetwater,TRAVELER ACCOMMODATION,7211,589.5787,"1,675,002","1,297,969","1,149,013.00","330,387.00",503,"46,646.00",58,,,,,"1,297,969.00","1,977.00","850,194.00","3,676,747.00"
Sweetwater,RV PARKS AND RECREATIONAL CAMPS,7212,5.504623,"59,152","45,845","37,983.00","11,677.00",9,"1,629.00",,,,,,"45,845.00",36,"28,410.00","125,590.00"
Sweetwater,ROOMING AND BOARDING HOUSES,7213,0,0,0,,,,,,,,,,,,,
Sweetwater,FULL-SERVICE RESTAURANTS,7221,,"2,239,663","1,731,739","75,933.00","439,118.00",415,"68,806.00",8,,,,,"1,731,739.00","1,638.00","55,799.00","2,373,456.00"
Sweetwater,LIMITED-SERVICE EATING PLACES,7222,,"2,266,176","1,755,312",,"442,825.00","1,335.00","68,039.00",113,,,,,"1,755,312.00","5,295.00",,"2,272,920.00"
Sweetwater,SPECIAL FOOD SERVICES,7223,25.2344,"97,868","76,576",,"19,377.00",247,"1,915.00",9,,,,,"76,576.00",963,,"99,087.00"
Sweetwater,"DRINKING PLACES, ALCOHOLIC BEVERAGES",7224,116.4323,"739,040","577,248","58,483.00","145,391.00",106,"16,401.00",6,,,,,"577,248.00",425,"42,796.00","840,855.00"
Sweetwater,TOTAL,TOTAL,,"36,460,164","28,280,842","1,361,247.00","7,127,457.00","207,476.00","1,051,865.00","39,424.00",,,,,"28,280,842.00","822,753.00","1,007,017.00","39,898,081.00"
Teton,AUTOMOBILE DEALERS,4411,87.75,"125,852","83,373",,"21,239.00",,"21,239.00",,2,,,,"83,373.00",,,"125,852.00"
Teton,OTHER MOTOR VEHICLE DEALERS,4412,10.90855,"288,538","191,934",,"48,275.00",822,"48,275.00",822,54,,,,"191,934.00","3,216.00",,"293,397.00"
Teton,"AUTO PARTS, ACCESSORIES, AND TIRE STORES",4413,55.92479,"1,024,064","679,484",,"172,200.00",269,"172,195.00",269,187,,,,"679,484.00","1,062.00",,"1,025,665.00"
Teton,FURNITURE STORES,4421,,"1,766,626","1,172,114",,"296,435.00","3,469.00","296,435.00","3,469.00","1,642.00",,,,"1,172,114.00","13,658.00",,"1,787,222.00"
Teton,HOME FURNISHINGS STORES,4422,,"1,544,084","1,017,055",,"257,356.00",41,"257,356.00",41,"12,318.00",,,,"1,017,055.00",164,,"1,544,331.00"
Teton,ELECTRONICS AND APPLIANCE STORES,4431,,"2,045,895","1,341,983",,"339,430.00","7,672.00","339,430.00","7,672.00","25,051.00",64,,,"1,341,983.00","30,536.00",,"2,091,838.00"
Teton,BUILDING MATERIAL AND SUPPLIES DEALERS,4441,114.4083,"10,172,692","6,730,613",,"1,700,489.00","128,905.00","1,700,489.00","128,905.00","41,102.00",744,,,"6,730,613.00","509,219.00",,"10,940,466.00"
Teton,LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES,4442,26.92505,"1,017,055","675,102",,"170,541.00","1,157.00","170,541.00","1,157.00",872,,,,"675,102.00","4,588.00",,"1,023,957.00"
Teton,GROCERY STORES,4451,486.6667,"2,224,257","1,479,363",,"372,181.00","4,654.00","372,181.00","4,654.00",532,,,,"1,479,363.00","18,479.00",4,"2,252,048.00"
Teton,SPECIALTY FOOD STORES,4452,46.16661,"211,631","140,722",,"35,445.00",,"35,445.00",,19,,,,"140,722.00",,,"211,631.00"
Teton,"BEER, WINE, AND LIQUOR STORES",4453,56.5,"1,658,060","1,089,831","23,814.00","276,000.00",376,"276,000.00",376,"16,230.00",105,,,"1,089,831.00","1,491.00","35,721.00","1,719,944.00"
Teton,HEALTH AND PERSONAL CARE STORES,4461,,"397,347","262,945",,"66,565.00",903,"66,565.00",903,"1,273.00",4,,,"262,945.00","3,578.00",,"402,736.00"
Teton,GASOLINE STATIONS,4471,,"1,160,216","759,172","37,812.00","191,332.00","1,807.00","191,332.00","1,807.00","18,381.00",,,,"759,172.00","7,140.00","55,968.00","1,264,748.00"
